0.01843548,0.67035792,0.10124465,0.71189053,0.20708608,0.10072192,0.23844991,0.16435803,0.32118291,0.96730775,0.39967654,0.44965282,0.41759373,0.01015044,0.92012139,0.30775196,0.93959127,0.15810719,0.96525845,0.48032701,output,1,2,5,1,2,6,1,3,4,3,4,7,2,5,6,1,4,6,4,6,7,5,6,10,6,7,8,6,8,10,7,8,9,8,9,10
0.10870222,0.07557144,0.15482276,0.49559445,0.32740657,0.04718067,0.52900083,0.65884598,0.64106004,0.22446981,0.64528189,0.27444036,0.66699046,0.73134495,0.71865852,0.10120769,0.80813198,0.02522474,0.99371344,0.53396671,output,1,2,3,2,3,6,2,4,6,2,4,7,4,6,7,3,5,8,3,5,6,5,6,8,3,8,9,6,8,10,6,7,10,8,9,10
0.04897695,0.55835625,0.09011384,0.35835978,0.41410034,0.80222427,0.45765399,0.97264019,0.74065182,0.71763055,0.85131541,0.11762296,0.87335859,0.34510391,0.90525641,0.76245429,0.9310338,0.00625444,0.9402955,0.55318858,output,1,2,3,1,3,4,2,3,7,3,4,5,3,5,7,4,5,8,2,6,7,2,6,9,5,8,10,5,7,10,6,7,9,7,9,10
0.04899358,0.99429171,0.1340572,0.22054074,0.16952457,0.60826432,0.177805,0.17860919,0.42989712,0.37451196,0.53722265,0.82986422,0.56132534,0.43812428,0.64253416,0.11365882,0.71788734,0.58420946,0.85197628,0.42921567,output,1,2,3,2,4,5,1,3,6,2,3,5,4,5,8,3,6,7,3,5,7,5,7,8,6,7,9,7,8,10,7,9,10,6,9,10
0.04889718,0.36319871,0.09348781,0.23646218,0.12871012,0.45768741,0.14282345,0.8090275,0.23338062,0.17473721,0.28899092,0.62502401,0.3952139,0.20837861,0.56780765,0.42627808,0.88046672,0.11253367,0.96276417,0.75639172,output,1,2,3,1,3,4,2,3,5,3,4,6,3,6,7,3,5,7,4,6,10,5,7,9,6,7,8,6,8,10,7,8,9,8,9,10
0.06862348,0.38692313,0.15685953,0.63314253,0.37821761,0.08080097,0.42333237,0.94560602,0.42480975,0.14081029,0.56319973,0.51769384,0.66573313,0.413376,0.81406354,0.71363704,0.92096373,0.67324772,0.95358,0.18053349,output,1,2,6,1,5,6,2,4,6,1,3,5,3,5,10,5,6,7,4,6,8,6,7,8,5,7,10,4,8,9,7,9,10,7,8,9
0.11474554,0.50549916,0.17679409,0.95771871,0.2858214,0.79543883,0.34457183,0.33729194,0.43862428,0.89368708,0.64293378,0.75049506,0.74752587,0.55188266,0.7972424,0.19219894,0.83954302,0.15810423,0.85990731,0.75990009,output,1,2,3,1,3,4,2,3,5,3,4,6,3,5,6,4,6,7,4,7,8,5,6,10,6,7,10,4,8,9,7,9,10,7,8,9
0.1347611,0.39757624,0.21829536,0.34417758,0.2194795,0.48710505,0.28784105,0.21904549,0.31424249,0.20992902,0.50361375,0.52943371,0.51700691,0.22526018,0.60885178,0.25545573,0.68664795,0.08298417,0.94529678,0.77987549,output,1,2,3,1,2,4,2,3,6,2,4,5,2,5,6,5,6,7,3,6,10,5,7,9,6,7,8,7,8,9,6,8,10,8,9,10
0.299968,0.00126754,0.31041856,0.57952936,0.55548574,0.36459865,0.61735122,0.89771145,0.68018171,0.47459507,0.73368293,0.30608251,0.75177133,0.88718964,0.80016614,0.61552184,0.82892981,0.78711344,0.96649783,0.45027632,output,1,2,3,2,4,5,2,3,5,1,3,6,3,5,6,4,5,8,1,6,10,4,7,9,5,6,10,4,8,9,5,8,10,8,9,10
0.19732527,0.65835119,0.20300332,0.66126287,0.23466516,0.89785354,0.23663457,0.17782561,0.2606375,0.01455916,0.29376657,0.32862015,0.37574625,0.77455504,0.39969268,0.51104532,0.44672325,0.4682537,0.74409758,0.29512354,output,1,2,3,1,2,8,1,4,6,2,3,7,1,6,8,4,5,10,2,7,8,4,6,10,6,8,9,7,8,9,6,9,10,7,9,10
0.06141973,0.35924938,0.10887188,0.66646749,0.11017814,0.35526505,0.15768275,0.37731738,0.33510629,0.7899098,0.64898019,0.0866551,0.71795609,0.60994344,0.87538341,0.69381049,0.92243999,0.9759249,0.98744337,0.14525575,output,1,3,6,1,3,4,1,2,4,3,4,6,2,4,5,4,5,7,4,6,7,5,7,9,6,7,10,7,8,10,7,8,9,8,9,10
0.0536551,0.1245729,0.09642583,0.74884412,0.19547443,0.40475072,0.22161458,0.07829968,0.25875634,0.19415799,0.40239239,0.4652302,0.55942878,0.91771117,0.73130155,0.6719943,0.81507837,0.88856246,0.83858179,0.67451034,output,1,2,3,1,3,5,1,4,5,2,3,6,3,5,6,4,5,10,2,6,7,5,6,10,6,7,8,7,8,9,6,8,10,8,9,10
0.1123863,0.20697553,0.17381158,0.59107066,0.20550981,0.97615444,0.38488101,0.48857874,0.53258591,0.88957358,0.63947173,0.05948768,0.65962447,0.3645634,0.77848448,0.80898752,0.84230785,0.41913099,0.97566658,0.50121943,output,1,2,3,1,2,4,2,3,5,2,4,5,1,4,6,4,6,7,4,7,8,4,5,8,6,7,9,7,8,9,6,9,10,8,9,10
0.1409298,0.59200625,0.14876958,0.19100313,0.21150497,0.42862311,0.36429484,0.86589626,0.37843829,0.8973851,0.41293908,0.71709267,0.42580172,0.00428914,0.55971192,0.5668052,0.72830571,0.46156151,0.91613909,0.15220707,output,1,2,3,1,3,6,2,3,7,1,4,6,1,4,5,4,5,6,3,7,8,3,6,8,5,6,8,5,8,9,7,8,9,7,9,10
0.30137383,0.86688013,0.3590878,0.48951447,0.42881846,0.62701075,0.48423901,0.12561457,0.56130959,0.68074387,0.58380403,0.9992393,0.58726181,0.31940386,0.65365518,0.33491711,0.69749789,0.90563633,0.73162812,0.05736621,output,1,2,3,2,3,7,1,3,5,1,5,6,2,4,7,3,5,7,4,7,10,5,7,8,5,8,9,5,6,9,7,8,10,8,9,10
0.04885251,0.41196106,0.26938852,0.541884,0.30601205,0.8077071,0.32148635,0.23254908,0.33769688,0.08671198,0.38098986,0.16467026,0.41312079,0.47274411,0.78874698,0.46616578,0.8022698,0.45490974,0.8287706,0.10899641,output,1,2,4,1,2,3,1,4,5,2,3,7,2,4,7,4,5,6,4,6,7,5,6,10,3,7,8,6,7,8,6,8,10,8,9,10
0.20459855,0.89640052,0.2161575,0.61412834,0.24061811,0.09726603,0.2705356,0.03843987,0.31117436,0.62248773,0.47012432,0.06933794,0.51131473,0.82999682,0.64675601,0.9846812,0.67254256,0.2462058,0.68598616,0.0482846,output,1,2,5,2,3,5,3,4,6,1,5,7,3,5,6,5,7,9,4,6,10,1,7,8,5,6,9,7,8,9,6,9,10,8,9,10
0.08807959,0.04186422,0.15996804,0.31829406,0.31073552,0.80423669,0.33826901,0.52041931,0.53751602,0.13959452,0.54647754,0.76598466,0.62545045,0.54047995,0.72654836,0.4517374,0.81895962,0.55960414,0.9743194,0.50706483,output,1,2,5,2,3,4,2,4,5,3,4,6,4,5,7,4,6,7,5,7,8,6,7,9,7,8,9,5,8,10,6,9,10,8,9,10
0.03392488,0.3781668,0.10804484,0.69245808,0.28926307,0.97718771,0.34511682,0.86622002,0.34957413,0.26567939,0.50329117,0.06640965,0.53410714,0.17287956,0.64638714,0.51197913,0.822005,0.34565499,0.85687553,0.94855437,output,1,2,5,2,3,4,1,5,6,2,4,8,3,4,10,2,5,8,5,6,7,5,7,8,6,7,9,4,8,10,7,8,9,8,9,10
0.258124,0.46366811,0.31239666,0.69380055,0.48412682,0.46145636,0.55346149,0.31609815,0.61936864,0.24526261,0.62702843,0.47180956,0.65818033,0.10036449,0.76678863,0.85063986,0.7706223,0.07588632,0.89429386,0.74584601,output,1,2,3,1,3,4,2,3,6,1,4,7,3,4,6,2,6,8,4,5,6,4,5,7,5,6,9,5,7,9,6,9,10,6,8,10
0.15357892,0.12019631,0.30033675,0.83936375,0.45932245,0.74287575,0.55765466,0.0515062,0.58875819,0.44024529,0.73597394,0.89734277,0.73891528,0.28664978,0.86839435,0.9408434,0.95273065,0.83217239,0.97745624,0.43529784,output,1,2,3,1,4,5,1,3,5,2,3,6,3,5,6,4,5,7,2,6,8,5,7,10,4,7,10,5,6,9,5,9,10,6,8,9
0.13086996,0.63273349,0.21195476,0.13147506,0.38756333,0.94899251,0.4986274,0.13313445,0.64653468,0.3125842,0.80781967,0.17188088,0.81260252,0.51162693,0.8975938,0.0647987,0.97282077,0.39667748,0.98217787,0.37600776,output,1,2,5,1,3,5,2,4,5,2,4,8,4,5,6,3,5,7,4,6,8,5,6,9,3,7,9,5,7,9,6,8,10,6,9,10
0.07275127,0.52139225,0.18609086,0.65529543,0.24676333,0.35672654,0.28076598,0.86791152,0.45342615,0.81240865,0.52663888,0.93820219,0.53783808,0.82905059,0.58055347,0.36298742,0.58462035,0.05652184,0.88225015,0.65029942,output,1,2,3,1,2,4,2,4,5,2,3,8,2,5,8,4,5,6,3,8,9,5,7,8,5,6,7,6,7,10,8,9,10,7,8,10
0.02464255,0.37679524,0.14533155,0.84183536,0.19707544,0.83673933,0.20551486,0.31459382,0.37608455,0.45774337,0.57738556,0.13383062,0.59056723,0.66329724,0.79533633,0.9790079,0.83142357,0.88120782,0.94112613,0.24644761,output,1,2,3,1,4,5,2,3,8,1,4,6,1,3,5,4,5,6,3,5,7,5,6,7,3,7,8,6,7,10,7,9,10,7,8,9
0.03292673,0.65805232,0.04662266,0.15697193,0.11259727,0.19778788,0.12438405,0.65090342,0.23150285,0.98836232,0.26150829,0.25749798,0.38549291,0.73892538,0.42442174,0.110888,0.47803266,0.77806782,0.60156149,0.27683118,output,1,2,3,1,3,4,1,4,5,2,3,8,3,4,6,4,6,7,3,6,8,4,5,7,5,7,9,6,7,10,6,8,10,7,9,10
0.04875653,0.57926555,0.09816873,0.08125574,0.38019774,0.8276614,0.50649469,0.71906546,0.72474786,0.17552833,0.73142754,0.90619399,0.73679591,0.45349667,0.84499979,0.57329963,0.97005559,0.14784217,0.97055458,0.22387584,output,1,2,7,1,3,4,1,4,7,3,4,6,2,5,7,4,6,8,2,5,9,4,7,8,5,7,10,7,8,10,6,8,10,5,9,10
0.23652341,0.68222952,0.2870534,0.88291308,0.4507997,0.92998638,0.4840183,0.65212856,0.49637777,0.58076402,0.50427767,0.16861394,0.59937132,0.86993198,0.63088103,0.16927167,0.7339769,0.65805767,0.96484862,0.91883683,output,1,2,4,2,3,4,1,5,6,1,4,5,3,4,7,4,5,9,5,6,8,3,7,10,4,7,9,5,8,9,7,9,10,8,9,10
0.12184716,0.48510401,0.22252698,0.52959382,0.31921235,0.71447182,0.4896217,0.46768805,0.52501073,0.94425489,0.60479882,0.2307926,0.67883297,0.0230113,0.80277798,0.09509517,0.85090006,0.34377711,0.9419708,0.21210234,output,1,2,3,1,2,4,2,3,4,3,4,5,1,4,6,1,6,7,4,5,9,4,6,9,6,7,8,6,8,9,5,9,10,8,9,10
0.01924964,0.68552232,0.06820802,0.65037564,0.14304271,0.1433085,0.17724163,0.99813752,0.25456119,0.65000564,0.35822253,0.34285214,0.60699086,0.48085723,0.67899696,0.36496447,0.91813336,0.52806146,0.97066944,0.7215868,output,1,2,3,1,2,4,2,4,5,2,5,6,2,3,6,4,5,10,3,6,8,5,6,7,6,7,8,5,7,10,7,8,9,7,9,10
